ambiguity_reason,class,config_id,confirmation_ambiguity_reason,confirmation_direction_margin,confirmation_paired_se,confirmation_paired_support,confirmation_r_s,confirmation_r_w,confirmation_status,confirmed_class,d3_class,direction_margin,discovery_class,hold_proximity_score,independent_confirmation_flag,m3d_class,minimum_arm_ess,paired_se,paired_support,r_s,r_w,s2,selected_mode,stage,state_id
,WIDEN,m1d_b20260827_c020,,0.22992704505998274,0.0007573634636350336,8.376185826836402,0.13002810523042263,-0.08122346787218426,CONFIRMED,WIDEN,,0.19875016901558987,WIDEN,0.11933042643754477,True,,9032.616659632204,0.0018305274512977565,3.3843787848841704,0.11933042643754477,-0.0662521221108685,2.0,S4,D2-DISCOVERY|D2-CONFIRMATION,c020_s2_00200
,WIDEN,m1d_b20260827_c020,,0.14282781590931778,0.0007894242053556366,4.503002741391021,0.0837752667765066,-0.051672306458365846,CONFIRMED,WIDEN,,0.15498210233419818,WIDEN,0.09594743395821093,True,,10118.416815825847,0.0015489039547655634,1.9918837579643596,0.09594743395821093,-0.05111305903068042,2.5,S4,D2-DISCOVERY|D2-CONFIRMATION,c020_s2_00250
,WIDEN,m1d_b20260827_c020,,,,,,,NOT_SELECTED,,,0.0686927128679314,WIDEN,0.042701442190358874,False,,10955.962391770183,0.0011804027075981327,1.1563315352945993,0.042701442190358874,-0.024320621226865846,3.2,S4,D2-DISCOVERY,c020_s2_00320
unsupported_required_contrast,AMBIGUOUS,m1d_b20260827_c020,,,,,,,NOT_APPLICABLE_D3_DISCOVERY,,AMBIGUOUS,0.03711586430899372,,0.024829108713054326,False,,11534.901714931848,0.0017233270138148498,0.4572496341128298,0.024829108713054326,-0.011847042378554162,3.8054627680087076,,D3-BOUNDARY,m1d_b20260827_c020_d3_s2_3p80546276801
unsupported_required_contrast,AMBIGUOUS,m1d_b20260827_c020,,,,,,,NOT_SELECTED,,,0.030420367903488368,AMBIGUOUS,0.016814564644732632,False,,11525.919287498633,0.0016690762422472438,0.42135920239070773,-0.013204128802731474,0.016814564644732632,4.0,S4,D2-DISCOVERY,c020_s2_00400
,HOLD,m1d_b20260827_c020,,,,,,,NOT_APPLICABLE_D3_DISCOVERY,,HOLD,0.00671211415838767,,0.028650307972128974,False,,11332.944222401411,0.0013335958713339216,0.27418311310078747,0.006712114158387683,0.028650307972128974,4.525483399593904,,D3-BOUNDARY,m1d_b20260827_c020_d3_s2_4p52548339959
unsupported_required_contrast,AMBIGUOUS,m1d_b20260827_c020,,,,,,,NOT_SELECTED,,,0.05035646132127631,AMBIGUOUS,0.02605254993892292,False,,11177.502953855785,0.0015965319631034496,0.788507118613398,-0.02605254993892292,0.02299199715903333,5.0,S4,D2-DISCOVERY,c020_s2_00500
unsupported_required_contrast,AMBIGUOUS,m1d_b20260827_c020,,,,,,,NOT_APPLICABLE_D3_DISCOVERY,,AMBIGUOUS,0.06249315201281392,,0.034464948699830966,False,,10712.273462800058,0.0019773853197020148,0.8723038683417288,-0.026379655492259513,0.034464948699830966,5.3817370576237735,,D3-BOUNDARY,m1d_b20260827_c020_d3_s2_5p38173705762
,SHRINK,m1d_b20260827_c020,,0.1083640198795591,0.0008083872132669769,2.8826689050327214,-0.03560964920801968,0.06889556593685753,CONFIRMED,SHRINK,,0.12139319357422022,SHRINK,0.08206768451249968,True,,10379.197312514041,0.0019922980409336705,1.191775126479225,-0.03506843922993519,0.08206768451249968,6.4,S4,D2-DISCOVERY|D2-CONFIRMATION,c020_s2_00640
,SHRINK,m1d_b20260827_c020,,0.15237688994030205,0.0006911036794667027,4.559054114871585,-0.052472122593238746,0.09190922849773941,CONFIRMED,SHRINK,,0.17822591341843996,SHRINK,0.08383118193510641,True,,9613.778164563406,0.001830814830483196,2.6356928068453334,-0.08383118193510641,0.07945384251000176,8.0,S4,D2-DISCOVERY|D2-CONFIRMATION,c020_s2_00800
